S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
457,RAJASTHAN,JAISALMER,0,0,6675,6764,6764,676,6087,17828,292,0,0,0,0,0,0,0,0
458,RAJASTHAN,JALOR,0,0,41635,53247,53247,5214,48032,85277,177,0,0,0,0,0,0,0,0
459,RAJASTHAN,JHALAWAR,0,0,42154,55278,55278,4142,51135,51255,100,0,0,0,0,0,0,0,0
460,RAJASTHAN,JHUNJHUNU,0,0,21027,23033,23033,2247,20785,45251,217,0,0,0,0,0,0,0,0
461,RAJASTHAN,JODHPUR,0,0,42100,43955,43955,4245,39710,86806,218,0,0,0,0,0,0,0,0
462,RAJASTHAN,KARAULI,0,0,35541,39700,39700,3852,35848,56741,158,0,0,0,0,0,0,0,0
463,RAJASTHAN,KOTA,0,0,29272,57319,57319,5582,51737,53513,103,0,0,0,0,0,0,0,0
464,RAJASTHAN,NAGAUR,0,0,56062,57354,57354,5212,52142,101152,193,0,0,0,0,0,0,0,0
465,RAJASTHAN,PALI,0,0,42904,49796,49796,4240,45556,57182,125,0,0,0,0,0,0,0,0
466,RAJASTHAN,PRATAPGARH,0,0,14691,20663,20663,1490,19172,23496,122,0,0,0,0,0,0,0,0
467,RAJASTHAN,RAJSAMAND,0,0,8288,11238,11238,1123,10114,12278,121,0,0,0,0,0,0,0,0
468,RAJASTHAN,SAWAI MADHOPUR,0,0,40235,49004,49004,4021,44982,60525,134,0,0,0,0,0,0,0,0
469,RAJASTHAN,SIKAR,0,0,28540,30991,30991,3099,27892,49530,177,0,0,0,0,0,0,0,0
470,RAJASTHAN,SIROHI,0,0,30948,34724,34724,3062,31661,33006,104,0,0,0,0,0,0,0,0
471,RAJASTHAN,TONK,0,0,31072,46186,46186,4440,41745,39482,94,0,0,0,0,0,0,0,0
472,RAJASTHAN,UDAIPUR,0,0,26718,43712,43712,4371,39341,39874,101,0,0,0,0,0,0,0,0
473,TAMILNADU,ARIYALUR,0,0,23796,40752,40752,4075,36677,16594,45,0,0,0,0,0,0,0,0
474,TAMILNADU,CHENNAI,0,0,3680,4897,4897,489,4407,6392,145,0,0,0,0,0,0,0,0
475,TAMILNADU,COIMBATORE,0,0,21966,41491,41491,4149,37341,44499,119,0,0,0,0,0,0,0,0
476,TAMILNADU,CUDDALORE,0,0,57633,158237,158237,15823,142413,89277,62,0,0,0,0,0,0,0,0
477,TAMILNADU,DHARMAPURI,0,0,19258,41529,41529,4152,37376,47056,125,0,0,0,0,0,0,0,0
478,TAMILNADU,DINDIGUL,0,0,40502,64001,64001,6400,57601,63692,110,0,0,0,0,0,0,0,0
479,TAMILNADU,ERODE,0,0,21982,68137,68137,6813,61323,60884,99,0,0,0,0,0,0,0,0
480,TAMILNADU,KANCHEEPURAM,0,0,14634,44113,44113,4411,39702,26633,67,0,0,0,0,0,0,0,0
481,TAMILNADU,KANNIYAKUMARI,0,0,9730,26213,26213,2621,23591,6014,25,0,0,0,0,0,0,0,0
482,TAMILNADU,KARUR,0,0,17854,31023,31023,3102,27921,28579,102,0,0,0,0,0,0,0,0
483,TAMILNADU,KRISHNAGIRI,0,0,23805,43419,43419,4341,39077,44228,113,0,0,0,0,0,0,0,0
484,TAMILNADU,MADURAI,0,0,27874,67115,67115,6711,60403,43352,71,0,0,0,0,0,0,0,0
485,TAMILNADU,NAGAPATTINAM,0,0,6844,13179,13179,1317,11861,14871,125,0,0,0,0,0,0,0,0
486,TAMILNADU,NAMAKKAL,0,0,19946,39123,39123,3912,35211,46592,132,0,0,0,0,0,0,0,0
487,TAMILNADU,PERAMBALUR,0,0,13166,23940,23940,2394,21546,25951,120,0,0,0,0,0,0,0,0
488,TAMILNADU,PUDUKKOTTAI,0,0,43909,96976,96976,9697,87279,40685,46,0,0,0,0,0,0,0,0
489,TAMILNADU,RAMANATHAPURAM,0,0,23375,61519,61519,6151,55367,7144,12,0,0,0,0,0,0,0,0
490,TAMILNADU,SALEM,0,0,31001,57878,57878,5787,52090,72219,138,0,0,0,0,0,0,0,0
491,TAMILNADU,SIVAGANGAI,0,0,32091,100712,100712,10071,90641,17218,18,0,0,0,0,0,0,0,0
492,TAMILNADU,THANJAVUR,0,0,37665,83451,83451,8345,75106,82786,110,0,0,0,0,0,0,0,0
493,TAMILNADU,THE NILGIRIS,0,0,8630,10563,10563,1056,9507,2066,21,0,0,0,0,0,0,0,0
494,TAMILNADU,THENI,0,0,19203,41264,41264,4126,37138,27593,74,0,0,0,0,0,0,0,0
495,TAMILNADU,THIRUVARUR,0,0,10142,28349,28349,2834,25514,24271,95,0,0,0,0,0,0,0,0
496,TAMILNADU,THOOTHUKUDI,0,0,26293,55811,55811,5581,50230,23258,46,0,0,0,0,0,0,0,0
497,TAMILNADU,TIRUCHIRAPPALLI,0,0,28477,68740,68740,6874,61866,55409,89,0,0,0,0,0,0,0,0
498,TAMILNADU,TIRUNELVELI,0,0,19414,50109,50109,5010,45098,21916,48,0,0,0,0,0,0,0,0
499,TAMILNADU,TIRUPPUR,0,0,26018,48065,48065,4806,43258,51562,119,0,0,0,0,0,0,0,0
500,TAMILNADU,TIRUVALLUR,0,0,23743,88903,88903,8890,80012,53925,67,0,0,0,0,0,0,0,0
501,TAMILNADU,TIRUVANNAMALAI,0,0,44552,117077,117077,11707,105369,114144,108,0,0,0,0,0,0,0,0
502,TAMILNADU,VELLORE,0,0,10417,18971,18971,1897,17074,24042,140,0,0,0,0,0,0,0,0
503,TAMILNADU,VILLUPURAM,0,0,34465,96552,96552,9655,86897,85010,97,0,0,0,0,0,0,0,0
504,TAMILNADU,VIRUDHUNAGAR,0,0,30207,57512,57512,5751,51761,32213,62,0,0,0,0,0,0,0,0
505,TRIPURA,DHALAI,0,0,19522,23510,23510,5925,17584,888,5,0,0,0,0,0,0,0,0
506,TRIPURA,GOMATI,0,0,17576,22994,22994,2846,20148,913,4,0,0,0,0,0,0,0,0
507,TRIPURA,KHOWAI,0,0,10133,13817,13817,3003,10814,918,8,0,0,0,0,0,0,0,0
508,TRIPURA,NORTH TRIPURA,0,0,11187,14129,14129,3310,10818,941,8,0,0,0,0,0,0,0,0
509,TRIPURA,SEPAHIJALA,0,0,16187,20609,20609,3817,16791,1654,9,0,0,0,0,0,0,0,0
510,TRIPURA,SOUTH TRIPURA,0,0,17770,22264,22264,4165,18098,1048,5,0,0,0,0,0,0,0,0
511,TRIPURA,UNAKOTI,0,0,11044,14195,14195,1526,12668,611,4,0,0,0,0,0,0,0,0
512,TRIPURA,WEST TRIPURA,0,0,16757,21046,21046,4081,16965,2782,16,0,0,0,0,0,0,0,0
513,UTTAR PRADESH,AGRA,0,0,54850,91226,91226,6467,84758,91118,107,0,0,0,0,0,0,0,0
514,UTTAR PRADESH,ALIGARH,0,0,52731,95421,95421,6396,89024,61303,68,0,0,0,0,0,0,0,0
515,UTTAR PRADESH,AMBEDKAR NAGAR,0,0,48868,79322,79322,4619,74702,56318,75,0,0,0,0,0,0,0,0
516,UTTAR PRADESH,AMETHI,0,0,30671,80294,80294,5204,75090,47999,63,0,0,0,0,0,0,0,0
517,UTTAR PRADESH,AMROHA,0,0,32041,49813,49813,2776,47037,49189,104,0,0,0,0,0,0,0,0
518,UTTAR PRADESH,AURAIYA,0,0,34096,68851,68851,5566,63284,31550,49,0,0,0,0,0,0,0,0
519,UTTAR PRADESH,AYODHYA,0,0,44661,91450,91450,5150,86299,57030,66,0,0,0,0,0,0,0,0
520,UTTAR PRADESH,AZAMGARH,0,0,74575,128644,128644,6934,121709,78999,64,0,0,0,0,0,0,0,0
521,UTTAR PRADESH,BAGPAT,0,0,17464,40008,40008,2235,37773,35067,92,0,0,0,0,0,0,0,0
522,UTTAR PRADESH,BAHRAICH,0,0,84341,120788,120788,6343,114444,60014,52,0,0,0,0,0,0,0,0
523,UTTAR PRADESH,BALLIA,0,0,56701,88152,88152,4729,83422,53014,63,0,0,0,0,0,0,0,0
524,UTTAR PRADESH,BALRAMPUR,0,0,66184,100224,100224,9685,90538,46266,51,0,0,0,0,0,0,0,0
525,UTTAR PRADESH,BANDA,0,0,49208,63331,63331,3723,59608,40153,67,0,0,0,0,0,0,0,0
526,UTTAR PRADESH,BARABANKI,0,0,67362,178613,178613,13230,165383,109526,66,0,0,0,0,0,0,0,0
527,UTTAR PRADESH,BAREILLY,0,0,88959,135290,135290,7770,127520,85368,66,0,0,0,0,0,0,0,0
528,UTTAR PRADESH,BASTI,0,0,61022,75390,75390,3769,71621,47036,65,0,0,0,0,0,0,0,0
529,UTTAR PRADESH,BIJNOR,0,0,92208,144056,144056,7705,136350,93813,68,0,0,0,0,0,0,0,0
530,UTTAR PRADESH,BUDAUN,0,0,62202,79200,79200,5245,73955,59796,80,0,0,0,0,0,0,0,0
531,UTTAR PRADESH,BULANDSHAHAR,0,0,51331,168975,168975,10663,158312,141664,89,0,0,0,0,0,0,0,0
532,UTTAR PRADESH,CHANDAULI,0,0,32876,58846,58846,5765,53081,26745,50,0,0,0,0,0,0,0,0
533,UTTAR PRADESH,CHITRAKOOT,0,0,29342,39144,39144,2492,36652,29977,81,0,0,0,0,0,0,0,0
534,UTTAR PRADESH,DEORIA,0,0,51764,76786,76786,4107,72679,47098,64,0,0,0,0,0,0,0,0
535,UTTAR PRADESH,ETAH,0,0,34466,60714,60714,3525,57189,46054,80,0,0,0,0,0,0,0,0
536,UTTAR PRADESH,ETAWAH,0,0,41906,87867,87867,8786,79080,30768,38,0,0,0,0,0,0,0,0
537,UTTAR PRADESH,FARRUKHABAD,0,0,38512,54863,54863,4253,50609,38036,75,0,0,0,0,0,0,0,0
538,UTTAR PRADESH,FATEHPUR,0,0,96118,161058,161058,12554,148504,104182,70,0,0,0,0,0,0,0,0
539,UTTAR PRADESH,FIROZABAD,0,0,42881,75664,75664,5033,70630,78679,111,0,0,0,0,0,0,0,0
540,UTTAR PRADESH,G.B.NAGAR,0,0,21990,65104,65104,4557,60546,66395,109,0,0,0,0,0,0,0,0
541,UTTAR PRADESH,GHAZIABAD,0,0,16326,41143,41143,4114,37028,47530,128,0,0,0,0,0,0,0,0
542,UTTAR PRADESH,GHAZIPUR,0,0,66347,98127,98127,6985,91141,58334,64,0,0,0,0,0,0,0,0
543,UTTAR PRADESH,GONDA,0,0,64366,95601,95601,5270,90330,55880,61,0,0,0,0,0,0,0,0
544,UTTAR PRADESH,GORAKHPUR,0,0,87959,112146,112146,7430,104716,66990,63,0,0,0,0,0,0,0,0
545,UTTAR PRADESH,HAMIRPUR,0,0,34762,45204,45204,2260,42944,30940,72,0,0,0,0,0,0,0,0
546,UTTAR PRADESH,HAPUR,0,0,17170,48190,48190,2409,45780,49141,107,0,0,0,0,0,0,0,0
547,UTTAR PRADESH,HARDOI,0,0,108618,185097,185097,13817,171280,103751,60,0,0,0,0,0,0,0,0
548,UTTAR PRADESH,HATHRAS,0,0,25968,58704,58704,3593,55110,55931,101,0,0,0,0,0,0,0,0
549,UTTAR PRADESH,JALAUN,0,0,76573,113110,113110,7027,106082,52322,49,0,0,0,0,0,0,0,0
550,UTTAR PRADESH,JAUNPUR,0,0,80060,161248,161248,15679,145569,111434,76,0,0,0,0,0,0,0,0
551,UTTAR PRADESH,JHANSI,0,0,47087,89387,89387,4479,84908,42157,49,0,0,0,0,0,0,0,0
552,UTTAR PRADESH,KANNAUJ,0,0,38058,70946,70946,5138,65808,43783,66,0,0,0,0,0,0,0,0
553,UTTAR PRADESH,KANPUR DEHAT,0,0,57389,96508,96508,7425,89083,62663,70,0,0,0,0,0,0,0,0
554,UTTAR PRADESH,KANPUR NAGAR,0,0,50557,90989,90989,5973,85015,67365,79,0,0,0,0,0,0,0,0
555,UTTAR PRADESH,KASGANJ,0,0,31964,61554,61554,3077,58476,42017,71,0,0,0,0,0,0,0,0
556,UTTAR PRADESH,KAUSHAMBI,0,0,43120,64592,64592,5445,59146,42099,71,0,0,0,0,0,0,0,0
557,UTTAR PRADESH,KUSHI NAGAR,0,0,72094,140547,140547,9438,131108,77852,59,0,0,0,0,0,0,0,0
558,UTTAR PRADESH,LAKHIMPUR KHERI,0,0,162112,240559,240559,16632,223926,126343,56,0,0,0,0,0,0,0,0
559,UTTAR PRADESH,LALITPUR,0,0,20245,42126,42126,2106,40019,31348,78,0,0,0,0,0,0,0,0
560,UTTAR PRADESH,LUCKNOW,0,0,36876,79872,79872,4296,75575,49381,65,0,0,0,0,0,0,0,0
561,UTTAR PRADESH,MAHOBA,0,0,10378,22886,22886,1144,21742,19083,87,0,0,0,0,0,0,0,0
562,UTTAR PRADESH,MAHRAJGANJ,0,0,58491,101822,101822,5091,96731,59230,61,0,0,0,0,0,0,0,0
563,UTTAR PRADESH,MAINPURI,0,0,38609,90795,90795,4539,86255,60174,69,0,0,0,0,0,0,0,0
564,UTTAR PRADESH,MATHURA,0,0,44301,111724,111724,6572,105152,81562,77,0,0,0,0,0,0,0,0
565,UTTAR PRADESH,MAUNATH BHANJAN,0,0,39328,58460,58460,5477,52983,33221,62,0,0,0,0,0,0,0,0
566,UTTAR PRADESH,MEERUT,0,0,42272,76423,76423,4494,71928,60428,84,0,0,0,0,0,0,0,0
567,UTTAR PRADESH,MIRZAPUR,0,0,28006,54459,54459,4403,50055,30786,61,0,0,0,0,0,0,0,0
568,UTTAR PRADESH,MORADABAD,0,0,42627,70212,70212,4595,65617,58623,89,0,0,0,0,0,0,0,0
569,UTTAR PRADESH,MUZAFFARNAGAR,0,0,46080,113168,113168,5658,107510,76895,71,0,0,0,0,0,0,0,0
570,UTTAR PRADESH,PILIBHIT,0,0,90589,134121,134121,7211,126909,62846,49,0,0,0,0,0,0,0,0
571,UTTAR PRADESH,PRATAPGARH,0,0,71211,139946,139946,11253,128693,103263,80,0,0,0,0,0,0,0,0
572,UTTAR PRADESH,PRAYAGRAJ,0,0,69997,155349,155349,9246,146102,102076,69,0,0,0,0,0,0,0,0
573,UTTAR PRADESH,RAIBARELI,0,0,66975,119929,119929,7188,112741,67366,59,0,0,0,0,0,0,0,0
574,UTTAR PRADESH,RAMPUR,0,0,45764,76930,76930,5555,71375,53641,75,0,0,0,0,0,0,0,0
575,UTTAR PRADESH,SAHARANPUR,0,0,68017,128726,128726,8230,120495,144578,119,0,0,0,0,0,0,0,0
576,UTTAR PRADESH,SAMBHAL,0,0,35884,44453,44453,2453,41999,38459,91,0,0,0,0,0,0,0,0
577,UTTAR PRADESH,SANT KABIR NAGAR,0,0,37142,48603,48603,2430,46173,31211,67,0,0,0,0,0,0,0,0
578,UTTAR PRADESH,SANT RAVIDAS NAGAR,0,0,19703,36688,36688,3442,33245,28453,85,0,0,0,0,0,0,0,0
579,UTTAR PRADESH,SHAHJAHANPUR,0,0,86739,126925,126925,6346,120578,73142,60,0,0,0,0,0,0,0,0
580,UTTAR PRADESH,SHAMLI,0,0,21328,42515,42515,2125,40389,44128,109,0,0,0,0,0,0,0,0
581,UTTAR PRADESH,SHRAWASTI,0,0,39192,52664,52664,4804,47859,27119,56,0,0,0,0,0,0,0,0
582,UTTAR PRADESH,SIDDHARTH NAGAR,0,0,64785,91851,91851,4592,87259,53964,61,0,0,0,0,0,0,0,0
583,UTTAR PRADESH,SITAPUR,0,0,110714,210394,210394,13480,196914,117925,59,0,0,0,0,0,0,0,0
584,UTTAR PRADESH,SONBHADRA,0,0,13555,24551,24551,1353,23197,12959,55,0,0,0,0,0,0,0,0
585,UTTAR PRADESH,SULTANPUR,0,0,33767,122326,122326,10468,111858,55129,49,0,0,0,0,0,0,0,0
586,UTTAR PRADESH,UNNAO,0,0,76364,187134,187134,10440,176693,108712,61,0,0,0,0,0,0,0,0
587,UTTAR PRADESH,VARANASI,0,0,32894,54162,54162,5416,48745,48620,99,0,0,0,0,0,0,0,0
588,UTTARAKHAND,ALMORA,0,314100,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
589,UTTARAKHAND,BAGESHWAR,0,93300,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
590,UTTARAKHAND,CHAMOLI,0,371900,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
591,UTTARAKHAND,CHAMPAWAT,0,159600,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
592,UTTARAKHAND,DEHRADUN,0,0,48553,56359,56359,2818,53541,14743,27,0,0,0,0,0,0,0,0
593,UTTARAKHAND,HARIDWAR,0,0,30708,100338,100338,5016,95322,63299,66,0,0,0,0,0,0,0,0
594,UTTARAKHAND,NAINITAL,0,0,6123,15460,15460,773,14687,8324,56,0,0,0,0,0,0,0,0
595,UTTARAKHAND,PAURIGARHWAL,0,402100,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
596,UTTARAKHAND,PITHORAGARH,0,220300,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
597,UTTARAKHAND,RUDRAPRAYAG,0,166500,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
598,UTTARAKHAND,TEHRI GARHWAL,0,469311,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
599,UTTARAKHAND,UDHAMSINGH NAGAR,0,0,38660,132337,132337,6616,125721,78014,62,0,0,0,0,0,0,0,0
600,UTTARAKHAND,UTTARKASHI,0,171100,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
