S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
421,ODISHA,SAMBALPUR,1423,662280,46258,63467,63467,5393,58074,16499,28,3356,41363,1356498,0,1414573,0,1414573,0
422,ODISHA,SUBARNAPUR,1335,236709,19107,26761,26761,1975,24785,11297,45,1988,13354,585292,0,610078,0,610078,0
423,ODISHA,SUNDARGARH,1279,975069,72091,85676,85676,6372,79304,29955,37,6671,48635,2129720,0,2209025,0,2209025,0
424,PUNJAB,Amritsar,646,267640,37328,156231,156231,14095,142135,237871,167,6551,0,3001937,0,3144073,0,3144073,0
425,PUNJAB,Barnala,518,141301,13691,60066,60066,6006,54059,114349,211,2601,0,1136340,0,1190399,0,1190399,0
426,PUNJAB,Bathinda,377,337424,25154,136488,136488,13648,122839,131276,106,6032,16351,3264132,0,3386972,0,3386972,0
427,PUNJAB,Faridkot,398,147598,13756,79073,79073,7907,71166,98669,138,2649,0,1722885,0,1794052,0,1794052,0
428,PUNJAB,Fatehgarh Sahib,685,114246,18002,62720,62720,6272,56448,114229,202,2617,0,1201788,0,1258236,0,1258236,0
429,PUNJAB,Fazilka,369,273954,20714,104087,104087,10408,93678,73692,78,4563,30009,3770394,0,3864073,0,3864073,0
430,PUNJAB,Firozpur,428,251953,20470,148857,148857,14885,133971,179162,133,3132,0,2702911,0,2836883,0,2836883,0
431,PUNJAB,Gurdaspur,819,261425,46271,183740,183740,16447,167293,208207,124,6364,6611,2439801,0,2607094,0,2607094,0
432,PUNJAB,Hoshiarpur,839,336871,52496,97175,97175,8249,88926,90989,102,6010,13474,3681443,0,3770369,0,3770369,0
433,PUNJAB,Jalandhar,625,262999,37168,113150,113150,10713,102436,263865,257,12162,0,3507638,0,3610075,0,3610075,0
434,PUNJAB,Kapurthala,620,162875,19770,74357,74357,7435,66922,147646,220,3104,0,1740517,0,1807439,0,1807439,0
435,PUNJAB,Ludhiana,581,370715,46372,182446,182446,18244,164201,346729,211,13553,0,2805368,0,2969570,0,2969570,0
436,PUNJAB,Mansa,404,216862,17616,106674,106674,10667,96006,147872,154,2919,0,3123679,0,3219686,0,3219686,0
437,PUNJAB,Moga,454,223096,22657,100255,100255,10025,90229,225939,250,3742,0,3166792,0,3257022,0,3257022,0
438,PUNJAB,Muktsar,394,263428,21324,128949,128949,12894,116054,50473,43,3427,65522,835266,0,951320,0,951320,0
439,PUNJAB,Pathankot,1152,95077,14024,41500,41500,4150,37350,19872,53,2561,17434,629838,0,667188,0,667188,0
440,PUNJAB,Patiala,669,331847,46884,139453,139453,13321,126131,285600,226,7185,0,2787522,0,2913653,0,2913653,0
441,PUNJAB,Rupnagar,833,137653,18177,44555,44555,3577,40977,41348,100,2594,6083,1303535,0,1344513,0,1344513,0
442,PUNJAB,Sangrur,511,360325,39036,124192,124192,12419,111773,337131,301,5715,0,2830711,0,2942485,0,2942485,0
443,PUNJAB,Tarn Taran,544,241835,29028,97675,97675,9767,87907,169991,193,4253,0,1674397,0,1762304,0,1762304,0
444,RAJASTHAN,AJMER,487,887668,25296,41250,41250,4042,37207,65556,176,4270,0,0,0,37207,0,37207,0
445,RAJASTHAN,ALWAR,698,872046,65181,71561,71561,6634,64926,132134,209,12743,0,0,0,61787,3139,61787,3139
446,RAJASTHAN,BANSWARA,944,453608,10031,20284,20284,2028,18255,11846,64,2163,6413,0,0,18255,0,18255,0
447,RAJASTHAN,BARAN,1077,695531,45589,68786,68786,6399,62387,71430,114,6207,7281,0,0,62387,0,62387,0
448,RAJASTHAN,BARMER,331,2857858,65186,67858,67858,6443,61414,47595,125,7670,1890,0,0,33974,27440,33974,27440
449,RAJASTHAN,BHARATPUR,629,501042,36307,44311,44311,3910,40401,51413,137,6092,66,0,0,29816,10585,29816,10585
450,RAJASTHAN,BHILWARA,648,1045500,30895,43188,43188,4311,38877,57900,148,4835,1401,0,0,38877,0,38877,0
451,RAJASTHAN,BIKANER,187,3038177,35997,38538,38538,3460,35078,48640,141,7997,5217,0,0,34484,593,34484,593
452,RAJASTHAN,BUNDI,672,550000,18242,33647,33647,3294,30352,29701,97,3537,4853,0,0,30352,0,30352,0
453,RAJASTHAN,CHITTAURGARH,801,788000,27600,43106,43106,4273,38833,60594,156,1543,24,0,0,38833,0,38833,0
454,RAJASTHAN,CHURU,194,1379301,16476,16854,16854,1685,15169,13410,115,2656,1799,0,0,11611,3557,11611,3557
455,RAJASTHAN,DAUSA,673,342017,24219,27430,27430,2743,24687,53404,216,3921,0,0,0,24687,0,24687,0
456,RAJASTHAN,DHAULPUR,682,300905,18679,25076,25076,1895,23181,31938,137,3301,269,0,0,23181,0,23181,0
457,RAJASTHAN,DUNGARPUR,788,377077,10351,19734,19734,1973,17760,9906,55,843,7854,0,0,17760,0,17760,0
458,RAJASTHAN,GANGANAGAR,225,1114159,47947,152076,152076,14639,137437,35801,38,63,27226,0,0,44612,92825,44612,92825
459,RAJASTHAN,HANUMANGARH,301,957960,48270,99697,99697,9905,89792,48393,63,1094,7372,0,0,20081,69710,20081,69710
460,RAJASTHAN,JAIPUR,593,1106144,69739,79324,79324,7932,71391,161721,231,48192,0,0,0,69943,1447,69943,1447
461,RAJASTHAN,JAISALMER,180,3814500,8232,9516,9516,951,8565,27099,318,2741,0,0,0,8504,60,8504,60
462,RAJASTHAN,JALOR,446,1064000,52377,66043,66043,6402,59641,96095,188,4229,1350,0,0,50561,9079,50561,9079
463,RAJASTHAN,JHALAWAR,952,633722,39501,54998,54998,5284,49714,56217,113,3584,5422,0,0,49714,0,49714,0
464,RAJASTHAN,JHUNJHUNU,499,588584,23436,25217,25217,2521,22695,47192,210,11531,0,0,0,22347,348,22347,348
465,RAJASTHAN,JODHPUR,301,2225000,42861,46436,46436,4535,41900,88362,254,15900,732,0,0,34303,7597,34303,7597
466,RAJASTHAN,KARAULI,702,567290,29461,34111,34111,3286,30824,48274,156,4808,1640,0,0,30824,0,30824,0
467,RAJASTHAN,KOTA,801,520394,29223,49912,49912,4991,44921,42984,95,7296,7033,0,0,44921,0,44921,0
468,RAJASTHAN,NAGAUR,394,1771826,53889,58003,58003,5176,52827,97449,197,14476,280,0,0,48824,4002,48824,4002
469,RAJASTHAN,PALI,541,1235700,40334,45977,45977,4597,41379,46840,149,3144,497,0,0,29612,11766,29612,11766
470,RAJASTHAN,PRATAPGARH,1002,435980,14710,22224,22224,2045,20178,25535,126,520,1225,0,0,20178,0,20178,0
471,RAJASTHAN,RAJSAMAND,619,463546,8101,11447,11447,1096,10350,12311,118,2138,478,0,0,10350,0,10350,0
472,RAJASTHAN,SAWAI MADHOPUR,728,502065,27299,38132,38132,3813,34318,64195,187,7836,0,0,0,34318,0,34318,0
473,RAJASTHAN,SIKAR,485,788085,36255,39422,39422,3740,35681,60906,171,11413,385,0,0,35328,352,35328,352
474,RAJASTHAN,SIROHI,634,513600,24865,27448,27448,2744,24703,31545,127,1558,1320,0,0,24703,0,24703,0
475,RAJASTHAN,TONK,633,720006,28339,40689,40689,3658,37031,37612,101,5686,5097,0,0,37031,0,37031,0
476,RAJASTHAN,UDAIPUR,711,1176060,21414,31090,31090,3109,27981,28025,100,2911,1676,0,0,27981,0,27981,0
477,SIKKIM,Mangan,2480,95653,13769,13769,13769,1376,12392,362,2,688,11612,0,0,12392,0,12392,0
478,SIKKIM,Soreng,2029,73129,6614,6614,6614,661,5952,218,3,344,5524,0,0,5952,0,5952,0
479,TAMILNADU,ARIYALUR,1247,193398,20949,41549,41549,3871,37677,15290,40,1052,22307,0,0,37677,0,37677,0
480,TAMILNADU,CHENGALPATTU,1184,262590,19024,53257,53257,5227,48029,34389,71,1259,14087,0,0,48029,0,48029,0
481,TAMILNADU,CHENNAI,708,55348,4492,5236,5236,518,4717,6756,143,4633,572,0,0,4717,0,4717,0
482,TAMILNADU,COIMBATORE,915,367097,22917,48650,48650,4743,43907,49635,113,4796,4130,0,0,43907,0,43907,0
483,TAMILNADU,CUDDALORE,1424,364674,23651,86195,86195,8515,77679,67290,85,7885,21388,0,0,77679,0,77679,0
484,TAMILNADU,DHARMAPURI,821,338632,20677,40621,40621,3914,36707,44184,120,8615,2652,0,0,36707,0,36707,0
485,TAMILNADU,DINDIGUL,926,626664,18854,54710,54710,5471,49239,61502,124,3951,9021,0,0,49239,0,49239,0
486,TAMILNADU,ERODE,716,349535,18415,65703,65703,6237,59465,64481,108,18345,3904,0,0,59465,0,59465,0
487,TAMILNADU,KALLAKURICHCHI,1174,296743,31659,68418,68418,6718,61699,54768,88,3159,10021,0,0,61699,0,61699,0
488,TAMILNADU,KANCHEEPURAM,1219,170472,16284,45839,45839,4138,41700,23739,56,924,18370,0,0,41700,0,41700,0
489,TAMILNADU,KANNIYAKUMARI,1219,117817,8225,28186,28186,2747,25439,5026,19,913,20955,0,0,25439,0,25439,0
490,TAMILNADU,KARUR,708,289556,14079,30295,30295,2982,27313,28896,105,1087,4500,0,0,27313,0,27313,0
491,TAMILNADU,KRISHNAGIRI,840,407199,20314,45542,45542,4400,41142,44293,107,9836,4458,0,0,41142,0,41142,0
492,TAMILNADU,MADURAI,829,361688,26230,67345,67345,6550,60795,42085,69,3534,22609,0,0,60795,0,60795,0
493,TAMILNADU,NAGAPATTINAM,580,265204,7178,12077,12077,1207,10870,15283,140,1566,622,0,0,10870,0,10870,0
494,TAMILNADU,NAMAKKAL,710,294211,25129,42855,42855,4285,38569,52272,135,1661,7293,0,0,38569,0,38569,0
495,TAMILNADU,PERAMBALUR,868,168696,10202,23872,23872,2387,21485,25391,118,711,5786,0,0,21485,0,21485,0
496,TAMILNADU,PUDUKKOTTAI,943,450476,41105,106611,106611,10469,96141,45367,47,1882,50661,0,0,96141,0,96141,0
497,TAMILNADU,RAMANATHAPURAM,841,408957,36585,89908,89908,8905,81002,7740,10,1892,62457,0,0,69888,11114,69888,11114
498,TAMILNADU,RANIPET,1083,175601,17332,32084,32084,3208,28876,26506,91,2006,4046,286970,0,315846,0,315846,0
499,TAMILNADU,SALEM,899,402657,20770,51354,51354,5112,46241,70723,152,13277,10870,0,0,46241,0,46241,0
500,TAMILNADU,SIVAGANGAI,875,418900,32275,65504,65504,6453,59051,15283,25,6851,39448,39507,0,98559,0,98559,0
501,TAMILNADU,TENKASI,815,294370,14424,49264,49264,4884,44380,40233,90,1975,27256,61527,0,105907,0,105907,0
502,TAMILNADU,THANJAVUR,965,338372,52489,90655,90655,8975,81680,86152,105,2921,21368,0,0,81680,0,81680,0
503,TAMILNADU,THE NILGIRIS,1261,254484,9297,9811,9811,981,8829,1640,18,1835,6547,0,0,8829,0,8829,0
504,TAMILNADU,THENI,1546,257654,12334,38400,38400,3840,34560,26176,75,1270,8821,0,0,34560,0,34560,0
505,TAMILNADU,THIRUVARUR,824,207257,8045,27239,27239,2723,24515,22233,90,3507,5581,0,0,24515,0,24515,0
506,TAMILNADU,THOOTHUKUDI,640,463601,22841,53242,53242,5069,48172,21682,45,1506,28441,0,0,48172,0,48172,0
507,TAMILNADU,TIRUCHIRAPPALLI,767,420777,22244,73975,73975,7195,66780,57950,86,8217,21738,0,0,66780,0,66780,0
508,TAMILNADU,TIRUNELVELI,1468,382019,31102,66571,66571,6431,60140,28731,47,1062,33791,76589,0,136729,0,136729,0
509,TAMILNADU,TIRUPATHUR,867,97674,5198,12610,12610,1260,11349,15481,136,3821,284,83372,0,94721,0,94721,0
510,TAMILNADU,TIRUPPUR,628,465795,20845,56686,56686,5390,51296,55988,109,3106,3489,0,0,51296,0,51296,0
511,TAMILNADU,TIRUVALLUR,1165,320695,53964,92453,92453,8630,83823,53703,64,6511,28590,0,0,80350,3472,80350,3472
512,TAMILNADU,TIRUVANNAMALAI,1060,479405,35879,116576,116576,10084,106492,107533,100,5858,6884,2141312,0,2247804,0,2247804,0
513,TAMILNADU,VELLORE,845,140779,7528,21405,21405,2140,19264,25162,130,5770,1443,0,0,19264,0,19264,0
514,TAMILNADU,VILLUPURAM,1056,379169,42578,98475,98475,9847,88628,91657,103,3191,7901,0,0,88628,0,88628,0
515,TAMILNADU,VIRUDHUNAGAR,868,432941,21995,62094,62094,6167,55926,34862,62,1924,22984,0,0,55926,0,55926,0
516,TELANGANA,Adilabad,1199,377684,25114,31215,31215,3121,28094,15947,56,4766,12146,0,0,28094,0,28094,0
517,TELANGANA,Bhadradri Kothagudem,1143,710628,71076,88946,88946,8210,80735,30151,37,5763,51396,0,0,80735,0,80735,0
518,TELANGANA,Hanumakonda,869,126039,11479,21239,21239,2097,19142,17015,88,1172,4405,0,0,19142,0,19142,0
519,TELANGANA,Hyderabad,779,21782,1725,1732,1732,173,1559,1750,112,2018,0,67559,0,69118,0,69118,0
520,TELANGANA,Jagtial,955,264551,20900,48718,48718,4235,44483,28244,63,999,17134,0,0,44483,0,44483,0
521,TELANGANA,Jangaon,883,204357,18102,26905,26905,2690,24214,21257,87,2221,3547,0,0,24214,0,24214,0
522,TELANGANA,Jayashankar Bhupalapally,1029,217664,20470,33277,33277,3090,30187,15786,52,1252,14419,0,0,30187,0,30187,0
523,TELANGANA,Jogulamba Gadwal,475,261041,10716,35739,35739,3573,32165,13318,41,481,18847,0,0,32165,0,32165,0
524,TELANGANA,Kamareddy,1041,348199,32668,52850,52850,5168,47682,31107,65,2050,16575,0,0,47682,0,47682,0
525,TELANGANA,Karimnagar,889,208505,18443,55861,55861,5586,50275,26247,52,1647,24113,0,0,50275,0,50275,0
526,TELANGANA,Khammam,1037,428158,38671,116736,116736,11650,105085,41588,39,3768,64094,0,0,105085,0,105085,0
527,TELANGANA,Komarambheem Asifabad,1061,383114,36391,38615,38615,3086,35528,8554,24,2067,26974,0,0,35528,0,35528,0
528,TELANGANA,Mahabubabad,1054,340913,29662,51872,51872,5187,46684,27658,59,1503,19034,0,0,46684,0,46684,0
529,TELANGANA,Mahabubnagar,598,248905,14609,25636,25636,2410,23225,18626,80,850,4682,0,0,23225,0,23225,0
530,TELANGANA,Mancherial,1164,501948,53330,93019,93019,7508,85510,27207,31,6517,58302,0,0,85510,0,85510,0
531,TELANGANA,Medak,874,254706,22074,44060,44060,4343,39717,26581,66,825,13135,0,0,39717,0,39717,0
532,TELANGANA,Medchal Malkajgiri,727,103747,7695,9892,9892,989,8903,6011,67,1067,2892,0,0,8903,0,8903,0
533,TELANGANA,Mulug,1253,240080,25574,39976,39976,3997,35978,16043,44,198,19935,0,0,35978,0,35978,0
534,TELANGANA,Nagarkurnool,655,525784,34120,48130,48130,4813,43317,29862,68,5003,13474,0,0,43317,0,43317,0
535,TELANGANA,Nalgonda,705,702805,44916,122685,122685,12183,110502,55683,50,5542,55204,0,0,110502,0,110502,0
536,TELANGANA,Narayanpet,525,233651,12003,29521,29521,2952,26569,12635,47,58,13934,0,0,26569,0,26569,0
537,TELANGANA,Nirmal,1079,326437,30765,51853,51853,5087,46766,20427,43,1840,26339,0,0,46766,0,46766,0
538,TELANGANA,Nizamabad,1036,408854,43287,81799,81799,8179,73619,53868,73,1944,20692,0,0,73619,0,73619,0
539,TELANGANA,Peddapalle,972,196264,17399,48363,48363,3902,44460,20021,45,1561,24442,0,0,44460,0,44460,0
540,TELANGANA,Rajanna Siricilla,925,173139,16505,26344,26344,2634,23710,26559,112,569,2300,0,0,23710,0,23710,0
541,TELANGANA,Rangareddy,720,480663,32257,42339,42339,4233,38105,30767,80,4936,7459,0,0,38105,0,38105,0
542,TELANGANA,Sangareddy,772,408969,26730,36491,36491,3575,32915,22883,69,2171,10344,0,0,32915,0,32915,0
543,TELANGANA,Siddipet,759,339370,27254,53659,53659,5365,48293,37866,78,969,10448,0,0,48293,0,48293,0
544,TELANGANA,Suryapet,771,360750,26411,134207,134207,13420,120786,33932,28,2562,86913,0,0,120786,0,120786,0
545,TELANGANA,Vikarabad,811,358355,24560,32157,32157,3044,29112,19383,66,2768,9729,0,0,29112,0,29112,0
546,TELANGANA,Wanaparthy,983,209785,19287,31504,31504,3094,28409,13260,46,1306,15149,0,0,28409,0,28409,0
547,TELANGANA,Warangal,1011,210291,21407,56627,56627,5539,51087,21451,41,505,29481,0,0,51087,0,51087,0
548,TELANGANA,Yadadri Bhuvanagiri,727,340201,23748,50770,50770,4991,45778,29496,64,2795,16351,0,0,45778,0,45778,0
549,TRIPURA,DHALAI,2415,231489,20088,23630,20459,2363,18096,934,5,1011,17041,207165,0,225262,0,225262,0
550,TRIPURA,GOMATI,2174,161705,20059,24730,23893,2241,21651,943,4,934,20633,231230,0,252882,0,252882,0
551,TRIPURA,KHOWAI,2119,101245,9477,12521,12372,940,11431,940,8,679,10443,101698,0,113130,0,113130,0
552,TRIPURA,NORTH TRIPURA,2490,135792,11384,14029,11954,1402,10551,982,9,1049,9467,116212,0,126763,0,126763,0
553,TRIPURA,SEPAHIJALA,2106,104392,14910,18899,18388,1889,16498,1687,10,1055,14737,182163,0,198662,0,198662,0
554,TRIPURA,SOUTH TRIPURA,2457,151201,19359,23301,21721,2330,19391,1081,5,988,18230,198671,0,218062,0,218062,0
555,TRIPURA,UNAKOTI,2386,65703,9087,11567,11176,912,10264,637,6,699,9559,85583,0,95847,0,95847,0
556,TRIPURA,WEST TRIPURA,2012,97642,14428,18269,18249,1680,16569,2673,16,2208,13731,155644,0,172214,0,172214,0
557,UTTAR PRADESH,AGRA,771,394717,47526,85379,85379,6203,79175,92476,116,11671,4936,0,0,79175,0,79175,0
558,UTTAR PRADESH,ALIGARH,771,371896,58193,105109,105109,8674,96435,69929,72,12635,28986,0,0,96435,0,96435,0
559,UTTAR PRADESH,AMBEDKAR NAGAR,1013,245898,52015,80402,80402,7062,73340,45489,62,6670,27214,0,0,73340,0,73340,0
560,UTTAR PRADESH,AMETHI,853,232992,41244,90313,90313,8286,82027,50086,61,5243,31426,0,0,82027,0,82027,0
561,UTTAR PRADESH,AMROHA,917,214903,37371,53496,53496,2674,50821,48990,96,5188,3481,0,0,50821,0,50821,0
562,UTTAR PRADESH,AURAIYA,811,209427,34413,72848,72848,6502,66345,32565,49,3041,33550,0,0,66345,0,66345,0
563,UTTAR PRADESH,AYODHYA,1114,252201,55698,99866,99866,7889,91977,58064,63,7822,32782,0,0,91977,0,91977,0
564,UTTAR PRADESH,AZAMGARH,645,417119,62092,121000,121000,7748,113251,77664,68,14836,33538,0,0,113251,0,113251,0
565,UTTAR PRADESH,BAGPAT,646,135138,17831,39025,39025,3119,35906,35151,97,2,2419,0,0,35906,0,35906,0
566,UTTAR PRADESH,BAHRAICH,1148,439645,91019,140697,140697,8406,132290,71553,54,10470,59445,0,0,132290,0,132290,0
567,UTTAR PRADESH,BALLIA,928,304236,57778,93528,93528,6465,87063,54613,62,8772,31375,0,0,87063,0,87063,0
568,UTTAR PRADESH,BALRAMPUR,1019,334857,68252,95175,95175,7884,87291,49287,56,6750,37049,0,0,87291,0,87291,0
569,UTTAR PRADESH,BANDA,943,440460,49665,67457,67457,4389,63068,41010,65,4256,21563,0,0,63068,0,63068,0
570,UTTAR PRADESH,BARABANKI,1055,389132,75465,204633,204633,15406,189227,115722,61,9670,72345,0,0,189227,0,189227,0
571,UTTAR PRADESH,BAREILLY,1274,409364,85207,132457,132457,7003,125453,85235,67,14695,41749,0,0,125453,0,125453,0
572,UTTAR PRADESH,BASTI,1062,293807,64310,78844,78844,6365,72479,45540,62,6902,26248,0,0,72479,0,72479,0
573,UTTAR PRADESH,BIJNOR,1083,458903,96152,146628,146628,11040,135588,94051,69,8345,40758,0,0,135588,0,135588,0
574,UTTAR PRADESH,BUDAUN,934,423788,69135,84566,84566,5441,79125,61031,77,9105,18340,0,0,79125,0,79125,0
575,UTTAR PRADESH,BULANDSHAHAR,779,360947,51685,164045,164045,12285,151760,138676,91,6972,18475,0,0,151760,0,151760,0
576,UTTAR PRADESH,CHANDAULI,980,184927,32077,55974,55974,4531,51442,27066,52,4896,23920,0,0,51442,0,51442,0
577,UTTAR PRADESH,CHITRAKOOT,943,300665,31002,41176,41176,3539,37637,31111,82,2726,6174,0,0,37637,0,37637,0
578,UTTAR PRADESH,DEORIA,1086,253800,50418,141143,141143,12066,129077,76345,59,7468,52133,0,0,129077,0,129077,0
579,UTTAR PRADESH,ETAH,645,242757,34631,62342,62342,5151,57190,45599,79,4840,11177,0,0,57190,0,57190,0
580,UTTAR PRADESH,ETAWAH,829,240301,38183,81401,81401,7023,74377,31767,42,3431,42270,0,0,74377,0,74377,0
581,UTTAR PRADESH,FARRUKHABAD,847,220623,38061,55959,55959,4727,51232,37538,73,4244,13234,0,0,51232,0,51232,0
582,UTTAR PRADESH,FATEHPUR,1148,425255,88377,148919,148919,10830,138088,97031,70,7940,40520,0,0,138088,0,138088,0
583,UTTAR PRADESH,FIROZABAD,765,241953,37278,72334,72334,5335,66998,75035,111,7151,7236,0,0,66998,0,66998,0
584,UTTAR PRADESH,G.B.NAGAR,669,144273,18791,67159,67159,5924,61235,62164,101,1620,3882,0,0,61235,0,61235,0
585,UTTAR PRADESH,GHAZIABAD,766,116914,14387,42994,42994,3456,39537,45062,113,12199,1678,0,0,39537,0,39537,0
586,UTTAR PRADESH,GHAZIPUR,995,330052,53789,100703,100703,5641,95062,57827,60,7362,36455,0,0,95062,0,95062,0
587,UTTAR PRADESH,GONDA,806,399609,64663,100810,100810,5711,95098,58169,61,10644,35479,0,0,95098,0,95098,0
588,UTTAR PRADESH,GORAKHPUR,1338,322654,84010,177653,177653,15079,162574,97151,59,9644,64465,0,0,162574,0,162574,0
589,UTTAR PRADESH,HAMIRPUR,881,381540,40206,53430,53430,4155,49274,33554,68,2255,15590,0,0,49274,0,49274,0
590,UTTAR PRADESH,HAPUR,766,114481,19027,52402,52402,3162,49239,49330,100,3,2391,0,0,49239,0,49239,0
591,UTTAR PRADESH,HARDOI,918,594843,109601,190954,190954,15909,175044,102094,58,9183,71986,0,0,175044,0,175044,0
592,UTTAR PRADESH,HATHRAS,710,183799,27404,66062,66062,5162,60900,58204,95,4390,7743,0,0,60900,0,60900,0
593,UTTAR PRADESH,JALAUN,871,456583,78253,116860,116860,9216,107643,54328,50,4509,52968,0,0,107643,0,107643,0
594,UTTAR PRADESH,JAUNPUR,968,396825,75996,131876,131876,10516,121359,86187,71,13725,33627,0,0,121359,0,121359,0
595,UTTAR PRADESH,JHANSI,931,502400,35906,80331,80331,5122,75209,43464,57,3439,31335,0,0,75209,0,75209,0
596,UTTAR PRADESH,KANNAUJ,902,214346,39029,73348,73348,5180,68168,44135,64,4685,28671,0,0,68168,0,68168,0
597,UTTAR PRADESH,KANPUR DEHAT,857,323737,54276,96440,96440,7041,89398,65225,72,4202,23896,0,0,89398,0,89398,0
598,UTTAR PRADESH,KANPUR NAGAR,806,334579,42729,88483,88483,5876,82606,62833,76,8000,19276,0,0,82606,0,82606,0
599,UTTAR PRADESH,KASGANJ,645,199388,25330,60019,60019,4222,55797,41018,73,4325,14239,0,0,55797,0,55797,0
600,UTTAR PRADESH,KAUSHAMBI,1019,178001,35670,55906,55906,4449,51456,39375,76,4995,12138,0,0,51456,0,51456,0
601,UTTAR PRADESH,KUSHI NAGAR,1326,287378,56267,175791,175791,16913,158877,67323,42,9485,90340,0,0,158877,0,158877,0
602,UTTAR PRADESH,LAKHIMPUR KHERI,1084,655505,134549,215149,215149,14291,200857,121029,60,13690,77445,0,0,200857,0,200857,0
603,UTTAR PRADESH,LALITPUR,1034,503923,19387,44341,44341,3189,41151,32748,79,3775,7883,0,0,41151,0,41151,0
604,UTTAR PRADESH,LUCKNOW,885,245286,35084,77212,77212,5774,71437,47496,66,13872,25306,0,0,71437,0,71437,0
605,UTTAR PRADESH,MAHOBA,853,229341,9639,21471,21471,1388,20083,18791,93,1212,1993,0,0,20083,0,20083,0
606,UTTAR PRADESH,MAHRAJGANJ,1389,247760,69578,107526,107526,7857,99669,60069,60,7698,38617,0,0,99669,0,99669,0
607,UTTAR PRADESH,MAINPURI,645,276072,39523,94958,94958,7572,87386,60504,69,5240,28499,0,0,87386,0,87386,0
608,UTTAR PRADESH,MATHURA,645,336078,45496,124111,124111,9353,114757,83890,73,6972,33236,0,0,114757,0,114757,0
609,UTTAR PRADESH,MAUNATH BHANJAN,1019,171624,35611,50015,50015,3893,46121,30293,65,7033,14783,0,0,46121,0,46121,0
610,UTTAR PRADESH,MEERUT,918,280220,44950,85085,85085,5989,79096,61453,77,9444,18415,0,0,79096,0,79096,0
611,UTTAR PRADESH,MIRZAPUR,1003,452085,27060,63759,63759,5317,58442,35246,60,7319,22542,0,0,58442,0,58442,0
612,UTTAR PRADESH,MORADABAD,992,224944,42717,72007,72007,4440,67566,57454,85,11804,12582,0,0,67566,0,67566,0
613,UTTAR PRADESH,MUZAFFARNAGAR,869,275666,53715,117557,117557,9403,108153,78488,72,7363,30173,0,0,108153,0,108153,0
614,UTTAR PRADESH,PILIBHIT,1155,336959,77700,119839,119839,7654,112185,64168,57,5768,47406,0,0,112185,0,112185,0
615,UTTAR PRADESH,PRATAPGARH,943,371743,69552,147965,147965,10344,137620,102870,74,8699,33904,0,0,137620,0,137620,0
616,UTTAR PRADESH,PRAYAGRAJ,918,542133,76671,147078,147078,12026,135052,100192,74,18291,35279,0,0,135052,0,135052,0
617,UTTAR PRADESH,RAIBARELI,853,392458,64326,131794,131794,9694,122099,67979,55,7673,53172,0,0,122099,0,122099,0
618,UTTAR PRADESH,RAMPUR,1057,229790,46813,77384,77384,5494,71890,51838,72,5579,19403,0,0,71890,0,71890,0
619,UTTAR PRADESH,SAHARANPUR,963,368941,72925,132546,132546,7829,124716,132762,106,7702,11256,0,0,124716,0,124716,0
620,UTTAR PRADESH,SAMBHAL,992,241520,40827,49614,49614,3073,46540,39990,85,6263,5910,0,0,46540,0,46540,0
621,UTTAR PRADESH,SANT KABIR NAGAR,1110,164699,36215,47250,47250,2986,44263,29291,66,4631,14451,0,0,44263,0,44263,0
622,UTTAR PRADESH,SANT RAVIDAS NAGAR,949,101500,19039,36687,36687,3170,33517,26900,80,3626,6326,0,0,33517,0,33517,0
623,UTTAR PRADESH,SHAHJAHANPUR,1125,458131,94114,136624,136624,9403,127221,77402,60,9367,48523,0,0,127221,0,127221,0
624,UTTAR PRADESH,SHAMLI,869,136126,22471,45210,45210,2660,42549,44329,104,3066,2004,0,0,42549,0,42549,0
625,UTTAR PRADESH,SHRAWASTI,1019,185782,37193,49082,49082,2454,46628,27476,58,5,19151,0,0,46628,0,46628,0
626,UTTAR PRADESH,SIDDHARTH NAGAR,1136,289503,66226,92838,92838,5237,87601,54082,61,8079,32369,0,0,87601,0,87601,0
627,UTTAR PRADESH,SITAPUR,1003,574695,113962,224591,224591,18029,206561,118447,57,12255,86487,0,0,206561,0,206561,0
628,UTTAR PRADESH,SONBHADRA,916,678809,16724,25204,25204,1830,23373,15115,64,4747,7582,0,0,23373,0,23373,0
629,UTTAR PRADESH,SULTANPUR,944,267020,46063,90915,90915,7272,83642,50417,60,6429,32572,0,0,83642,0,83642,0
630,UTTAR PRADESH,UNNAO,907,460234,78009,189106,189106,11605,177500,107682,60,9372,68597,0,0,177500,0,177500,0
631,UTTAR PRADESH,VARANASI,1037,156374,27948,57048,57048,3654,53394,48703,91,10946,8690,0,0,53394,0,53394,0
